content,date,index,title,writer
"  한석원 알파테크닉만 들어도 괜찮아요??? 뭐 생각의질서라든가 크리티컬이런거안듣고 알파테크닉만 계속복습하고  ebs랑 기출돌리고 이렇게하는거 괜찮나여??                                       ---------------------------------------------------------------------------------------- 자유게시판 활동 규정 - 바로가기 규정에 어긋나거나, 비속어 등을 사용하는 경우 경고없이 강퇴처리 될 수 있습니다. 이런 분을 보시면 상단 파란색 바의 두 번째에 위치한 수만휘 신고함에 올려주시면 조치해 드립니다. 알바생 사용 금지 협약체[클린인강]란? - 바로가기 수험생인것처럼 가장 후 사용후기 등을 올려 평판을 조작하지 말자고 수험생들에게 약속을 한 교육기관 리스트입니다. 1) 이투스(11년  7월 1일 부 가입)",2012.03.09. 19:42,10199894,한석원 알파테크닉,앙앙
,2012.03.09. 12:53,10198742,지금매우급함!!!한석원프리패스ㅜㅜ,재수할까봐
"                      어떤가요???? 2 3 4점중  3 정돈가요??                  ---------------------------------------------------------------------------------------- 자유게시판 활동 규정 - 바로가기 규정에 어긋나거나, 비속어 등을 사용하는 경우 경고없이 강퇴처리 될 수 있습니다. 이런 분을 보시면 상단 파란색 바의 두 번째에 위치한 수만휘 신고함에 올려주시면 조치해 드립니다. 알바생 사용 금지 협약체[클린인강]란? - 바로가기 수험생인것처럼 가장 후 사용후기 등을 올려 평판을 조작하지 말자고 수험생들에게 약속을 한 교육기관 리스트입니다. 1) 이투스(11년  7월 1일 부 가입)",2012.03.08. 12:45,10194018,한석원 알텍 발전문제난이도,폭풍의리뉴얼
"        무한 패스랑 프리패스의 차이점이 뭐죠?   가격은 무한 패스가 더 싸던데                                 ---------------------------------------------------------------------------------------- 자유게시판 활동 규정 - 바로가기 규정에 어긋나거나, 비속어 등을 사용하는 경우 경고없이 강퇴처리 될 수 있습니다. 이런 분을 보시면 상단 파란색 바의 두 번째에 위치한 수만휘 신고함에 올려주시면 조치해 드립니다. 알바생 사용 금지 협약체[클린인강]란? - 바로가기 수험생인것처럼 가장 후 사용후기 등을 올려 평판을 조작하지 말자고 수험생들에게 약속을 한 교육기관 리스트입니다. 1) 이투스(11년  7월 1일 부 가입)",2012.03.08. 04:40,10193407,한석원 쌤,ㅇㅇㅇㅇ
무턱대고 알텍 신청했다가 어려운 1人입니다. 어떻게 알텍을 공부해야 될까요 배우지도 않은 부분을 수강 신청해놔서..(학교진도나갈꺼라 미리 수강신청함..) 개념원리 읽고 강의 듣고 쎈풀고 엑서사이즈 푸는게 나아? 아니면 엑서사이즈하고 수발 풀고 쎈푸는게 나아? 내신하고 모의 둘다 좀 잡아보려고 ㄷ 근데 알텍보니까 간단간단하게 강의도 디게적은데 이거 보고 효과 엄청났다는 분들은 어떻게 하신겅미? 도왖쇼                ,2012.03.06. 23:01,10186024,한석원 알파테크닉 들으시는분 공부방법좀 ㅠㅠ,끼끼
"지금 이과생 재수생입니다 지금알텍 행렬부터 듣고잇는데 알텍만 들어도 2,3등급 나오나요?? 참고로 지금은 4,5등급나와요                                         ---------------------------------------------------------------------------------------- 자유게시판 활동 규정 - 바로가기 규정에 어긋나거나, 비속어 등을 사용하는 경우 경고없이 강퇴처리 될 수 있습니다. 이런 분을 보시면 상단 파란색 바의 두 번째에 위치한 수만휘 신고함에 올려주시면 조치해 드립니다. 알바생 사용 금지 협약체[클린인강]란? - 바로가기 수험생인것처럼 가장 후 사용후기 등을 올려 평판을 조작하지 말자고 수험생들에게 약속을 한 교육기관 리스트입니다. 1) 이투스(11년  7월 1일 부 가입)",2012.03.05. 19:40,10178855,한석원 알텍 질문@@@!!!,dokiuhao841
,2012.03.05. 17:28,10178095,한석원 알텍질문,dokiuhao841
수학학원을 그만다니고 한석원 선생님 알파테크닉으로 수2하고 기벡하려고하는데 어떨까? 수2하고 기벡은 선행이아니고 학교진도기때문에 해야되는거야 지금 인강으로 갈아타는건 섣부른 판단일까? 내신이 중요시되는 학교라서 내신도 신경써야되고.. 알텍+독학으로 가능할지 궁금해.. 많은 조언부탁해   학기중에는 어떤식으로 인강을 들어야할까?(야자마치면 9시야)                  ,2012.03.04. 20:50,10171901,한석원 선생님 인강말이야..,끼끼
       작년에 양승진쌤강의 커리 쭉... 탔는데 한선생님만 죽어라 파는게 맞는것 같은데요..  한석원쌤 보니깐 괜찮다고 하는사람들 많던데  여러분은 어떻게 생각 하세요??            ,2012.03.04. 02:56,10165064,수리 양승진T vs 한석원T 심각해요..,잇힝혜선
"1. 분석자 기본 정보    - 해당 학년 : 재수생    - 희망 대학 계열(자연계, 인문계) : 자연계    - 자신의 성적대 : 수리가형 3~4등급    - 강의를 들어본 분량 : 신승범 선생님 수접 미분,적분,순열조합       제가 지금 신승범선생님 수접 미분,적분,순열조합 들었는데요 이제 기하와벡터 개념을 잡으려고합니다. 그런데 기하와벡터에서는 신승범 선생님과 한석원 선생님의 강의력?의  사람들의 의견 대립이 너무 심하네요 ㅠㅠ 지금 너무 고민입니다 이과의 최대의적...공간도형인데 ㅜㅜ휴... 그래서 몇가지 물어봅니다. 두 선생님을 모두 들어본 분께서 댓글달아주시면 더 감사하겟습니다.       1. 정말 객관적으로 기화와벡터 부분에서 어느선생님의 강의가 더 좋나요? (아 저는 가형3~4등급 나옵니다.) 2. 만약 한석원 선생님이 더괜찮다고 생각하시는 분이계시면 어느강좌가 개념강좌고 문제풀이 강좌인지    알려주시면 감사하겟습니다 ㅜㅜ   (제가 지금 신승범 선생님의 t 패스를 끝어서 신승범 선생님의 강좌의 특성을 알고잇는데 한석원 선생님은 몰라서요 ㅠ)    아 참고로 기화와벡터 부분만 한석원 선생님꺼 들을려고합니다 나머지는 신승범선생님의 강의를 들을거구요.    근데 걱정인게... 개념을 만약 한석원 선생님꺼로 들었는데 파이널은 신승범 선생님 강의를 들으면      기벡부분 설명을 제가 못알아들을까...걱정입니다 ㅜㅜㅜㅜ 3. 한석원 선생님을 추천하신다면 어떤식으로 공부를 하면서 강의를 봐야 도움이 되는지도 알려주셧으면합니다.    다른글에서 보니 뭐 ..개념서? 도 함께 해야된다고 해서요 ㅠㅠ제발 알려주십쇼... 4. 두분 을 병행해서 듣는것은....무리이겟죠?..ㅎㅎ................. 5. 제가 듣기로는 신승범 선생님의 기하와벡터는 상위권애들에게만 이해가 되고    3등급부터는 이해하기 힘들다던데 ... 신승범선생님이 기하와벡터를 너무 어렵게 가르치시나요?      아 저 2분 외엔 추천 안해주셧으면합니다.. 저2분 중에 1분으로 할꺼라서요ㅎㅎ   소중한 답변 기다리겟습니다.  ",2012.03.04. 01:37,10164364,이과 신승범 한석원 소중한 답변 부탁해요^^*,연세대 GO
"제가 지금 신승범선생님 수접 미분,적분,순열조합 들었는데요 이제 기하와벡터 개념을 잡으려고합니다. 그런데 기하와벡터에서는 신승범 선생님과 한석원 선생님의 강의력?의  사람들의 의견 대립이 너무 심하네요 ㅠㅠ 지금 너무 고민입니다 이과의 최대의적...공간도형인데 ㅜㅜ휴... 그래서 몇가지 물어봅니다. 두 선생님을 모두 들어본 분께서 댓글달아주시면 더 감사하겟습니다.       1. 정말 객관적으로 기화와벡터 부분에서 어느선생님의 강의가 더 좋나요? (아 저는 가형3~4등급 나옵니다.) 2. 만약 한석원 선생님이 더괜찮다고 생각하시는 분이계시면 어느강좌가 개념강좌고 문제풀이 강좌인지    알려주시면 감사하겟습니다 ㅜㅜ    (제가 지금 신승범 선생님의 t 패스를 끝어서 신승범 선생님의 강좌의 특성을 알고잇는데 한석원 선생님은 몰라서요 ㅠ)    아 참고로 기화와벡터 부분만 한석원 선생님꺼 들을려고합니다 나머지는 신승범선생님의 강의를 들을거구요.    근데 걱정인게... 개념을 만약 한석원 선생님꺼로 들었는데 파이널은 신승범 선생님 강의를 들으면     기벡부분 설명을 제가 못알아들을까...걱정입니다 ㅜㅜㅜㅜ 3. 한석원 선생님을 추천하신다면 어떤식으로 공부를 하면서 강의를 봐야 도움이 되는지도 알려주셧으면합니다.    다른글에서 보니 뭐 ..개념서? 도 함께 해야된다고 해서요 ㅠㅠ제발 알려주십쇼... 4. 두분 을 병행해서 듣는것은....무리이겟죠?..ㅎㅎ................. 5. 제가 듣기로는 신승범 선생님의 기하와벡터는 상위권애들에게만 이해가 되고    3등급부터는 이해하기 힘들다던데 ... 신승범선생님이 기하와벡터를 너무 어렵게 가르치시나요?        아 저 2분 외엔 추천 안해주셧으면합니다.. 저2분 중에 1분으로 할꺼라서요ㅎㅎ   소중한 답변 기다리겟습니다.                    ",2012.03.04. 01:34,10164326,이과 한석원 신승범 소중한 답변 부탁드립니다.,연세대 GO
"제가 지금 신승범선생님 수접 미분,적분,순열조합 들었는데요 이제 기하와벡터 개념을 잡으려고합니다. 그런데 기하와벡터에서는 신승범 선생님과 한석원 선생님의 강의력?의  사람들의 의견 대립이 너무 심하네요 ㅠㅠ 지금 너무 고민입니다 이과의 최대의적...공간도형인데 ㅜㅜ휴... 그래서 몇가지 물어봅니다. 두 선생님을 모두 들어본 분께서 댓글달아주시면 더 감사하겟습니다.       1. 정말 객관적으로 기화와벡터 부분에서 어느선생님의 강의가 더 좋나요? (아 저는 가형3~4등급 나옵니다.) 2. 만약 한석원 선생님이 더괜찮다고 생각하시는 분이계시면 어느강좌가 개념강좌고 문제풀이 강좌인지    알려주시면 감사하겟습니다 ㅜㅜ   (제가 지금 신승범 선생님의 t 패스를 끝어서 신승범 선생님의 강좌의 특성을 알고잇는데 한석원 선생님은 몰라서요 ㅠ)    아 참고로 기화와벡터 부분만 한석원 선생님꺼 들을려고합니다 나머지는 신승범선생님의 강의를 들을거구요.    근데 걱정인게... 개념을 만약 한석원 선생님꺼로 들었는데 파이널은 신승범 선생님 강의를 들으면     기벡부분 설명을 제가 못알아들을까...걱정입니다 ㅜㅜㅜㅜ 3. 한석원 선생님을 추천하신다면 어떤식으로 공부를 하면서 강의를 봐야 도움이 되는지도 알려주셧으면합니다.    다른글에서 보니 뭐 ..개념서? 도 함께 해야된다고 해서요 ㅠㅠ제발 알려주십쇼... 4. 두분 을 병행해서 듣는것은....무리이겟죠?..ㅎㅎ................. 5. 제가 듣기로는 신승범 선생님의 기하와벡터는 상위권애들에게만 이해가 되고    3등급부터는 이해하기 힘들다던데 ... 신승범선생님이 기하와벡터를 너무 어렵게 가르치시나요?        아 저 2분 외엔 추천 안해주셧으면합니다.. 저2분 중에 1분으로 할꺼라서요ㅎㅎ   소중한 답변 기다리겟습니다.                                         ---------------------------------------------------------------------------------------- 자유게시판 활동 규정 - 바로가기 규정에 어긋나거나, 비속어 등을 사용하는 경우 경고없이 강퇴처리 될 수 있습니다. 이런 분을 보시면 상단 파란색 바의 두 번째에 위치한 수만휘 신고함에 올려주시면 조치해 드립니다. 알바생 사용 금지 협약체[클린인강]란? - 바로가기 수험생인것처럼 가장 후 사용후기 등을 올려 평판을 조작하지 말자고 수험생들에게 약속을 한 교육기관 리스트입니다. 1) 이투스(11년  7월 1일 부 가입)",2012.03.04. 01:33,10164319,이과 신승범 한석원 소중한 답변 부탁드립니다.,연세대 GO
